"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
0,6,12,18,25,30,42,49,-10,-10,-10,-10,-10,-10,-10
0,6,13,18,24,42,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,18,29,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,18,24,30,43,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,18,24,30,36,40,-10,-10,-10,-10,-10,-10,-10
0,7,12,18,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,30,36,42,48,55,61,-10,-10,-10,-10,-10
0,12,24,30,36,42,49,55,61,91,-10,-10,-10,-10,-10
0,12,18,24,31,37,42,49,55,61,74,-10,-10,-10,-10
0,12,24,57,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,11,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,42,49,55,61,73,98,-10,-10,-10,-10,-10
0,12,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,32,36,43,49,55,63,70,-10,-10,-10,-10,-10
0,12,18,32,36,42,48,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,37,42,48,55,61,73,86,-10,-10,-10,-10,-10
0,12,24,30,37,43,55,61,99,-10,-10,-10,-10,-10,-10
0,12,31,36,43,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,17,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,30,37,44,51,54,61,103,-10,-10,-10,-10,-10
0,12,18,23,30,36,43,49,55,65,-10,-10,-10,-10,-10
0,12,24,30,45,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,36,43,48,55,61,69,-10,-10,-10,-10,-10
0,12,25,31,37,43,50,56,56,-10,-10,-10,-10,-10,-10
0,13,25,30,37,42,49,55,67,70,-10,-10,-10,-10,-10
0,12,25,30,37,43,49,89,-10,-10,-10,-10,-10,-10,-10
0,12,24,36,43,49,55,61,97,-10,-10,-10,-10,-10,-10
0,12,24,31,32,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,21,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,25,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,26,31,37,43,49,61,85,91,-10,-10,-10,-10,-10
0,12,24,30,36,43,49,54,61,73,-10,-10,-10,-10,-10
0,12,25,30,36,43,49,55,61,66,80,-10,-10,-10,-10
0,12,18,25,32,32,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,60,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,36,42,49,55,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,42,46,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,36,43,49,51,-10,-10,-10,-10,-10,-10,-10
0,12,18,27,30,37,42,49,62,65,-10,-10,-10,-10,-10
0,12,24,31,37,46,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,44,48,55,61,71,-10,-10,-10,-10,-10
0,13,24,30,36,43,48,56,61,78,-10,-10,-10,-10,-10
0,12,24,36,43,49,56,61,87,-10,-10,-10,-10,-10,-10
0,13,26,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,31,37,43,49,82,-10,-10,-10,-10,-10,-10,-10,-10
0,13,18,24,29,37,57,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,31,45,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,42,49,54,64,-10,-10,-10,-10,-10,-10
0,12,24,32,36,40,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,55,61,83,-10,-10,-10,-10,-10
0,19,26,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,31,37,43,70,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,56,61,-10,-10,-10,-10,-10,-10
0,12,24,36,42,49,49,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,55,67,91,-10,-10,-10,-10,-10
0,6,24,30,36,42,48,54,79,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,79,-10,-10,-10,-10,-10,-10,-10
0,12,19,25,46,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,55,74,-10,-10,-10,-10,-10,-10
0,13,18,30,36,43,49,55,-10,-10,-10,-10,-10,-10,-10
0,18,24,30,36,42,48,55,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,32,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,11,31,36,43,48,62,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,38,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,41,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,30,37,43,49,55,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,49,55,-10,-10,-10,-10,-10,-10,-10
0,14,24,30,36,43,46,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,43,49,82,-10,-10,-10,-10,-10,-10,-10
0,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,42,48,62,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,55,94,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,36,43,49,55,80,-10,-10,-10,-10,-10,-10
0,12,88,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,42,49,55,73,-10,-10,-10,-10,-10,-10
0,13,25,30,37,43,49,55,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,36,43,48,55,-10,-10,-10,-10,-10,-10,-10
0,12,19,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,18,24,36,42,49,55,67,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,55,61,-10,-10,-10,-10,-10,-10
0,24,31,37,49,79,83,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,30,36,42,49,54,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,53,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,38,43,49,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,42,49,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,29,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,32,38,41,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,30,37,42,52,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,49,61,-10,-10,-10,-10,-10,-10,-10
0,12,24,32,37,43,48,57,70,-10,-10,-10,-10,-10,-10
0,12,18,24,30,37,43,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,42,49,55,76,-10,-10,-10,-10,-10,-10
0,12,24,31,38,42,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,38,42,48,54,66,84,-10,-10,-10,-10,-10,-10
0,2,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,49,54,-10,-10,-10,-10,-10,-10,-10,-10
0,18,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,42,48,55,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,61,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,38,43,49,-10,-10,-10,-10,-10,-10,-10,-10
0,13,18,25,31,37,43,44,-10,-10,-10,-10,-10,-10,-10
0,13,15,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,42,87,-10,-10,-10,-10,-10,-10,-10,-10
0,14,24,26,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,42,49,55,-10,-10,-10,-10,-10,-10,-10
0,12,19,24,31,37,43,59,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,65,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,43,49,65,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,42,49,74,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,77,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,31,36,43,-10,-10,-10,-10,-10,-10,-10,-10
0,24,31,37,42,55,78,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,31,36,43,55,78,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,36,79,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,18,26,43,75,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,30,36,43,48,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,50,53,57,-10,-10,-10,-10,-10,-10
0,12,24,31,37,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,42,48,-10,-10,-10,-10,-10,-10,-10,-10
0,12,15,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,26,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,26,31,37,51,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,31,37,43,55,-10,-10,-10,-10,-10,-10,-10,-10
0,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,31,37,49,82,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,49,61,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,42,48,58,71,-10,-10,-10,-10,-10,-10
0,12,24,31,36,43,48,73,85,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,49,61,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,49,-10,-10,-10,-10,-10,-10,-10,-10
0,13,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,51,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,53,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,46,-10,-10,-10,-10,-10,-10,-10,-10
0,12,30,36,42,49,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,30,36,42,48,67,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,66,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,16,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,15,19,24,50,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,52,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,42,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,43,48,59,82,-10,-10,-10,-10,-10,-10
0,12,24,31,36,43,61,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,33,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,61,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,55,-10,-10,-10,-10,-10,-10,-10,-10
0,6,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,55,67,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,39,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,25,30,36,43,65,-10,-10,-10,-10,-10,-10,-10
0,12,25,43,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,36,43,57,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,30,36,43,81,-10,-10,-10,-10,-10,-10,-10
0,12,24,37,43,55,55,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,30,36,43,49,-10,-10,-10,-10,-10,-10,-10
0,12,25,37,43,73,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,24,31,34,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,49,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,44,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,25,31,37,43,56,70,-10,-10,-10,-10,-10,-10
0,12,18,24,30,36,42,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,25,30,36,49,-10,-10,-10,-10,-10,-10,-10,-10
0,13,18,26,31,48,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,29,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,30,34,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,15,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,14,25,49,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,47,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,52,-10,-10,-10,-10,-10,-10,-10,-10
0,12,15,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,68,80,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,43,63,65,-10,-10,-10,-10,-10,-10,-10
0,13,25,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,31,43,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,30,37,42,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,31,36,43,57,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,31,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,80,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,66,-10,-10,-10,-10,-10,-10,-10,-10
0,3,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,36,42,48,61,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,43,77,-10,-10,-10,-10,-10,-10,-10,-10
0,12,15,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,43,62,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,64,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,11,25,30,37,70,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,43,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,17,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,37,48,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,24,31,36,43,70,-10,-10,-10,-10,-10,-10,-10
0,12,18,25,31,33,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,37,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,50,63,75,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,52,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,66,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,31,37,76,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,30,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,48,60,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,30,47,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,37,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,32,41,66,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,22,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,30,36,43,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,45,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,25,31,40,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,29,37,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,48,61,-10,-10,-10,-10,-10,-10,-10,-10
0,18,24,31,36,55,70,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,42,50,-10,-10,-10,-10,-10,-10,-10,-10
0,12,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,19,25,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,22,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,13,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,46,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,61,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,30,36,52,66,-10,-10,-10,-10,-10,-10,-10
0,6,12,23,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,30,67,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,18,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,25,30,43,55,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,25,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,18,24,30,35,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,25,31,43,64,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,48,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,7,12,18,19,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,52,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,6,12,24,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,44,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,61,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,56,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,68,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,23,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,30,52,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,30,42,57,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,37,66,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,37,49,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,25,45,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,31,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,38,60,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,36,56,61,65,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,39,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,37,56,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,33,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,31,46,61,-10,-10,-10,-10,-10,-10,-10,-10
0,12,26,41,53,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,41,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,7,13,18,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,46,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,25,38,61,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,42,56,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,52,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,37,60,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,26,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,47,63,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,43,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,38,48,53,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,37,61,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,61,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,57,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,53,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,29,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,31,47,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,51,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,28,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,13,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,38,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,19,25,32,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,33,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,58,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,25,37,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,30,43,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,36,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,23,30,59,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,20,25,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,11,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,53,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,36,49,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,18,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,13,24,35,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,23,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,51,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,11,24,50,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,44,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
0,12,24,39,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
